VRABOTU/1-AVSPORT-HOME.psd
Intro-Black, AV  SPORT, 24, 
VRABOTU/3-AVSPORT-KATALOG.psd
Font Name, Value, Font Size, Line Height
AkzidenzGroteskPro-MdCn, Contact, 26, 
AkzidenzGroteskPro-MdCn, catalog, 26, 
AkzidenzGroteskPro-MdCn, About us, 26, 
AkzidenzGroteskPro-MdCn, home, 26, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
AkzidenzGroteskPro-XBdCn, BOXING TRAINING / SPARRING GLOVES, 36, 
OpenSans, Home / Gloves / Boxing Training / Sparring Gloves, 13, 
AkzidenzGroteskPro-BoldCn, RingsPUNCHING BAGSgloveshelmetsaddidas, 24, 
AkzidenzGroteskPro-BoldCn, Category, 24, 
AkzidenzGroteskPro-Cn, 1     2     3, 16, 
OpenSans-Semibold, Featured, 13, 
OpenSans, Sort By, 13, 
OpenSans, Items:  9    18    36    All, 13, 
OpenSans, Items:  9    18    36    All, 13, 
OpenSans-Semibold, Featured, 13, 
OpenSans, Sort By, 13, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-Cn, New Colors! Powerlock Hook & Loop Training Gloves, 16, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-Cn, New Colors! Powerlock Hook & Loop Training Gloves, 16, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-Cn, Classic Training Gloves, 16, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-Cn, New Colors! Powerlock Hook & Loop Training Gloves, 16, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-Cn, New Colors! Powerlock Hook & Loop Training Gloves, 16, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-Cn, Classic Training Gloves, 16, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-Cn, New Colors! Powerlock Hook & Loop Training Gloves, 16, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-Cn, New Colors! Powerlock Hook & Loop Training Gloves, 16, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-Cn, Classic Training Gloves, 16, 
AkzidenzGroteskPro-Cn, Gloves, 18, 
AkzidenzGroteskPro-Cn, PUNCHING BAGS, 18, 
AkzidenzGroteskPro-Cn, Rings, 18, 
OpenSans, © 2016 AV sport, 13, 
AkzidenzGroteskPro-Cn, Contact, 18, 
AkzidenzGroteskPro-Cn, catalog, 18, 
AkzidenzGroteskPro-Cn, About us, 18, 
AkzidenzGroteskPro-Cn, home, 18, 
AkzidenzGroteskPro-Cn, addidas, 18, 
AkzidenzGroteskPro-Cn, helmets, 18, 
AkzidenzGroteskPro-Cn, shirts, 18, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
VRABOTU/4-AVSPORT-PRODUCT.psd
Font Name, Value, Font Size, Line Height
AkzidenzGroteskPro-BoldCn, $139.99, 16, 
AkzidenzGroteskPro-Cn, Adjustable Weighted Training, 16, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-Cn, Men's Universal FIT Gloves, 16, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-Cn, Stability Ball & Pump, 65 CM, 16, 
AkzidenzGroteskPro-BoldCn, $29.99, 16, 
AkzidenzGroteskPro-Cn, Classic Training Gloves, 16, 
AkzidenzGroteskPro-BoldCn, YOU MAY ALSO LIKE, 22, 
OpenSans, Ultimate knuckle protection allows for safe training at full power. Anatomical foam collar provides the best wrist protection available. High grade leather provides lasting durability and functionality. Ideal for sparring, heavy bag workouts, and mitt work. Available in 14, 16, and 18 OZ sizes., 15, 
AkzidenzGroteskPro-BoldCn, DESCRIPTION, 22, 
Tahoma, Share, 12, 
AkzidenzGroteskPro-BoldCn, add to card, 18, 
AkzidenzGroteskPro-XBdCn, PROTEX3 LACED BOXING GLOVES, 36, 
OpenSans-Semibold, 1, 13, 
OpenSans-Bold, Color: BlackRed*Weight: Choose previous option please...*Qty:Select size:       14         16        18, 15, 
OpenSans, SKU: 161401LXL, 13, 
AkzidenzGroteskPro-BoldCn, $149.99, 30, 
OpenSans, Back to list, 13, 
OpenSans, Home / Boxing / Gloves / Protex3 Laced Boxing Gloves, 13, 
AkzidenzGroteskPro-MdCn, Contact, 26, 
AkzidenzGroteskPro-MdCn, catalog, 26, 
AkzidenzGroteskPro-MdCn, About us, 26, 
AkzidenzGroteskPro-MdCn, home, 26, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
AkzidenzGroteskPro-Cn, Gloves, 18, 
AkzidenzGroteskPro-Cn, PUNCHING BAGS, 18, 
AkzidenzGroteskPro-Cn, Rings, 18, 
OpenSans, © 2016 AV sport, 13, 
AkzidenzGroteskPro-Cn, Contact, 18, 
AkzidenzGroteskPro-Cn, catalog, 18, 
AkzidenzGroteskPro-Cn, About us, 18, 
AkzidenzGroteskPro-Cn, home, 18, 
AkzidenzGroteskPro-Cn, addidas, 18, 
AkzidenzGroteskPro-Cn, helmets, 18, 
AkzidenzGroteskPro-Cn, shirts, 18, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
VRABOTU/5-AVSPORT-CART.psd
Font Name, Value, Font Size, Line Height
Tahoma, Сумма заказа, 11, 
AkzidenzGroteskPro-BoldCn, $199.99, 24, 
AkzidenzGroteskPro-Cn, Stability Ball & Pump, 65 CM, 16, 
AkzidenzGroteskPro-BoldCn, Checkout, 18, 
AkzidenzGroteskPro-BoldCn, $99.99, 16, 
Tahoma, SKU# PMTGE 14 RD, 13, 
AkzidenzGroteskPro-Cn, Stability Ball & Pump, 65 CM, 16, 
AkzidenzGroteskPro-BoldCn, $99.99, 16, 
Tahoma, SKU# PMTGE 14 RD, 13, 
OpenSans-Extrabold, Краткая Информация про доставку и оплатуЗдесь полезная информация для пользователя. Далее текст условный. Вам не придётся посещать огромное количество магазинов, выбирая необычные подарки для своих близких. Сделав заказ и оформив доставку, вы получите подарок по указанному адресу в удобное для вас время., 13, 
AkzidenzGroteskPro-BoldCn, Checkout, 18, 
Tahoma, Итого к оплате, 11, 
AkzidenzGroteskPro-XBdCn, $9.99, 18, 
Tahoma, ДОСТАВКА, 11, 
AkzidenzGroteskPro-XBdCn, $499.99, 24, 
AkzidenzGroteskPro-XBdCn, $490.99, 18, 
Tahoma, Стоимость товаров, 11, 
AkzidenzGroteskPro-XBdCn, SHOPPING CART SUMMARY, 24, 
OpenSans, Возникли вопросы?Свяжитесь с нами по телефону 8-800-000-0000, 14, 
OpenSans-Semibold, 1, 13, 
AkzidenzGroteskPro-XBdCn, ESTIMATE SHIPPING & TAX:, 24, 
OpenSans, Zip/Postal Code, 13, 
OpenSans, State/Province, 13, 
OpenSans-Semibold, State/Province, 13, 
OpenSans, Country, 13, 
OpenSans-Semibold, Country, 13, 
AkzidenzGroteskPro-BoldCn, -$100.00, 16, 
AkzidenzGroteskPro-BoldCn, $99.99, 16, 
AkzidenzGroteskPro-BoldCn, $199.99, 16, 
AkzidenzGroteskPro-Cn, Stability Ball & Pump, 65 CM, 16, 
Tahoma, SKU# PMTGE 14 RD, 13, 
OpenSans-Semibold, 1, 13, 
AkzidenzGroteskPro-BoldCn, -$100.00, 16, 
AkzidenzGroteskPro-BoldCn, $99.99, 16, 
AkzidenzGroteskPro-BoldCn, $199.99, 16, 
AkzidenzGroteskPro-Cn, Men's Universal FIT Gloves, 16, 
Tahoma, SKU# PMTGE 14 RD, 13, 
OpenSans-Semibold, 1, 13, 
AkzidenzGroteskPro-BoldCn, -$100.00, 16, 
AkzidenzGroteskPro-BoldCn, $99.99, 16, 
AkzidenzGroteskPro-BoldCn, $199.99, 16, 
AkzidenzGroteskPro-Cn, Stability Ball & Pump, 65 CM, 16, 
OpenSans-Bold, PRODUCT NAME, 12, 
OpenSans-Bold, SUBTOTAL, 12, 
OpenSans-Bold, DISCOUNT, 12, 
OpenSans-Bold, UNIT PRICE, 12, 
OpenSans-Bold, QUANTITY, 12, 
Tahoma, SKU# PMTGE 14 RD, 13, 
AkzidenzGroteskPro-XBdCn, SHOPPING CART, 36, 
OpenSans, Home / SHOPPING CART, 13, 
AkzidenzGroteskPro-MdCn, Contact, 26, 
AkzidenzGroteskPro-MdCn, catalog, 26, 
AkzidenzGroteskPro-MdCn, About us, 26, 
AkzidenzGroteskPro-MdCn, home, 26, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
OpenSans-Bold, 2, 11, 
AkzidenzGroteskPro-Cn, Gloves, 18, 
AkzidenzGroteskPro-Cn, PUNCHING BAGS, 18, 
AkzidenzGroteskPro-Cn, Rings, 18, 
OpenSans, © 2016 AV sport, 13, 
AkzidenzGroteskPro-Cn, Contact, 18, 
AkzidenzGroteskPro-Cn, catalog, 18, 
AkzidenzGroteskPro-Cn, About us, 18, 
AkzidenzGroteskPro-Cn, home, 18, 
AkzidenzGroteskPro-Cn, addidas, 18, 
AkzidenzGroteskPro-Cn, helmets, 18, 
AkzidenzGroteskPro-Cn, shirts, 18, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
VRABOTU/6-AVSPORT-CHECKOUT.psd
Font Name, Value, Font Size, Line Height
AkzidenzGroteskPro-BoldCn, PAY, 18, 
OpenSans-Bold, Банковская карта, 14, 
OpenSans, Город, 14, 
OpenSans, Корп., 14, 
OpenSans, Кв, 14, 
OpenSans, Дом, 14, 
OpenSans, Улица, 14, 
OpenSans, Страна, 14, 
OpenSans, Особенности, домофон и тд, 14, 
OpenSans, Комментарии, 14, 
OpenSans, Адрес доставки*, 14, 
OpenSans, E-mail *, 14, 
OpenSans, Контактный телефон*, 14, 
OpenSans, Имя и Фамилия *, 14, 
OpenSans-Bold, Наличными курьеру, 14, 
AkzidenzGroteskPro-BoldCn, Способ оплаты, 18, 
AkzidenzGroteskPro-BoldCn, Контактная информация получателя, 18, 
AkzidenzGroteskPro-XBdCn, CHECKOUT, 36, 
OpenSans-Extrabold, Краткая Информация про доставку и оплатуЗдесь полезная информация для пользователя. Далее текст условный. Вам не придётся посещать огромное количество магазинов, выбирая необычные подарки для своих близких. Сделав заказ и оформив доставку, вы получите подарок по указанному адресу в удобное для вас время., 13, 
AkzidenzGroteskPro-BoldCn, Checkout, 18, 
Tahoma, Итого к оплате, 11, 
Tahoma, $9.99, 18, 
Tahoma, ДОСТАВКА, 11, 
Tahoma, $499.99, 24, 
Tahoma, $490.99, 18, 
Tahoma, Стоимость товаров, 11, 
AkzidenzGroteskPro-XBdCn, SHOPPING CART SUMMARY, 24, 
OpenSans, Возникли вопросы?Свяжитесь с нами по телефону 8-800-000-0000, 14, 
OpenSans-Semibold, 1, 13, 
AkzidenzGroteskPro-XBdCn, ESTIMATE SHIPPING & TAX:, 24, 
OpenSans, Zip/Postal Code, 13, 
OpenSans, State/Province, 13, 
OpenSans-Semibold, State/Province, 13, 
OpenSans, Country, 13, 
OpenSans-Semibold, Country, 13, 
AkzidenzGroteskPro-BoldCn, -$100.00, 16, 
AkzidenzGroteskPro-BoldCn, $99.99, 16, 
AkzidenzGroteskPro-BoldCn, $199.99, 16, 
AkzidenzGroteskPro-Cn, Stability Ball & Pump, 65 CM, 16, 
Tahoma, SKU# PMTGE 14 RD, 13, 
OpenSans-Semibold, 1, 13, 
AkzidenzGroteskPro-BoldCn, -$100.00, 16, 
AkzidenzGroteskPro-BoldCn, $99.99, 16, 
AkzidenzGroteskPro-BoldCn, $199.99, 16, 
AkzidenzGroteskPro-Cn, Men's Universal FIT Gloves, 16, 
Tahoma, SKU# PMTGE 14 RD, 13, 
OpenSans-Semibold, 1, 13, 
AkzidenzGroteskPro-BoldCn, -$100.00, 16, 
AkzidenzGroteskPro-BoldCn, $99.99, 16, 
AkzidenzGroteskPro-BoldCn, $199.99, 16, 
AkzidenzGroteskPro-Cn, Stability Ball & Pump, 65 CM, 16, 
OpenSans-Bold, PRODUCT NAME, 12, 
OpenSans-Bold, SUBTOTAL, 12, 
OpenSans-Bold, DISCOUNT, 12, 
OpenSans-Bold, UNIT PRICE, 12, 
OpenSans-Bold, QUANTITY, 12, 
Tahoma, SKU# PMTGE 14 RD, 13, 
AkzidenzGroteskPro-XBdCn, SHOPPING CART, 36, 
OpenSans, Home / SHOPPING CART, 13, 
AkzidenzGroteskPro-MdCn, Contact, 26, 
AkzidenzGroteskPro-MdCn, catalog, 26, 
AkzidenzGroteskPro-MdCn, About us, 26, 
AkzidenzGroteskPro-MdCn, home, 26, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
AkzidenzGroteskPro-Cn, Gloves, 18, 
AkzidenzGroteskPro-Cn, PUNCHING BAGS, 18, 
AkzidenzGroteskPro-Cn, Rings, 18, 
OpenSans, © 2016 AV sport, 13, 
AkzidenzGroteskPro-Cn, Contact, 18, 
AkzidenzGroteskPro-Cn, catalog, 18, 
AkzidenzGroteskPro-Cn, About us, 18, 
AkzidenzGroteskPro-Cn, home, 18, 
AkzidenzGroteskPro-Cn, addidas, 18, 
AkzidenzGroteskPro-Cn, helmets, 18, 
AkzidenzGroteskPro-Cn, shirts, 18, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
VRABOTU/7-AVSPORT-CONTACT.psd
Font Name, Value, Font Size, Line Height
Intro-Black, AV, 24, 
AkzidenzGroteskPro-BoldCn, Отправить, 18, 
OpenSans-Italic, Мы работаем с 9-00 до 18-00, 13, 
OpenSans, Имя, 13, 
OpenSans, Сообщение, 13, 
OpenSans, Ваш емэйл, 13, 
AkzidenzGroteskPro-BoldCn, contact us, 22, 
Tahoma, E-mail: здесь почта, 16, 
Tahoma, Телефон: +4 0310050249, 16, 
Tahoma, Адрес: Strada C. A. Rosetti 17Bucureşti, România, 16, 
AkzidenzGroteskPro-XBdCn, Contact, 22, 
AkzidenzGroteskPro-MdCn, Contact, 26, 
AkzidenzGroteskPro-MdCn, catalog, 26, 
AkzidenzGroteskPro-MdCn, About us, 26, 
AkzidenzGroteskPro-MdCn, home, 26, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
AkzidenzGroteskPro-Cn, Gloves, 18, 
AkzidenzGroteskPro-Cn, PUNCHING BAGS, 18, 
AkzidenzGroteskPro-Cn, Rings, 18, 
OpenSans, © 2016 AV sport, 13, 
AkzidenzGroteskPro-Cn, Contact, 18, 
AkzidenzGroteskPro-Cn, catalog, 18, 
AkzidenzGroteskPro-Cn, About us, 18, 
AkzidenzGroteskPro-Cn, home, 18, 
AkzidenzGroteskPro-Cn, addidas, 18, 
AkzidenzGroteskPro-Cn, helmets, 18, 
AkzidenzGroteskPro-Cn, shirts, 18, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
VRABOTU/8-AVSPORT-HOVERS.psd
Font Name, Value, Font Size, Line Height
AkzidenzGroteskPro-BoldCn, shop, 24, 
AkzidenzGroteskPro-BoldCn, shop, 24, 
OpenSans, Select size:       14         16        18, 15, 
AkzidenzGroteskPro-BoldCn, add to card, 18, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-BoldCn, add to card, 18, 
AkzidenzGroteskPro-BoldCn, add to card, 18, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
AkzidenzGroteskPro-BoldCn, shop, 18, 
OpenSans, Активный инпут, 13, 
OpenSans, Ваш емэйл, 13, 
OpenSans, Home / About, 13, 
AkzidenzGroteskPro-MdCn, Contact, 26, 
AkzidenzGroteskPro-MdCn, catalog, 26, 
AkzidenzGroteskPro-MdCn, About us, 26, 
AkzidenzGroteskPro-MdCn, home, 26, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
AkzidenzGroteskPro-XBdCn, About us, 36, 
AkzidenzGroteskPro-Cn, Gloves, 18, 
AkzidenzGroteskPro-Cn, PUNCHING BAGS, 18, 
AkzidenzGroteskPro-Cn, Rings, 18, 
OpenSans, © 2016 AV sport, 13, 
AkzidenzGroteskPro-Cn, Contact, 18, 
AkzidenzGroteskPro-Cn, catalog, 18, 
AkzidenzGroteskPro-Cn, About us, 18, 
AkzidenzGroteskPro-Cn, home, 18, 
AkzidenzGroteskPro-Cn, addidas, 18, 
AkzidenzGroteskPro-Cn, helmets, 18, 
AkzidenzGroteskPro-Cn, shirts, 18, 
AkzidenzGroteskPro-Cn, 8 800 300 200 50, 18, 
Intro-Black, AV  SPORT, 24, 
Font Name, Value, Font Size, Line Height
